"stock","name","region","scenario","source","bk_method","r_method","priorrlw","priorr","priorrup","postrlw","postr","postrup","priorklw","priork","priorkup","postklw","postk","postkup","priorbklw","priorbk","priorbkup","postbklw","postbk","postbkup","priormsylw","priormsy","priormsyup","postmsylw","postmsy","postmsyup","fmsylw","fmsy","fmsyup","bmsylw","bmsy","bmsyup","ctlast","ctavg5","ffmsylw","ffmsy","ffmsyup","bbmsylw","bbmsy","bbmsyup","PPVRr","RUr","OVLr","BCr","PPVRbk","RUbk","OVLbk","BCbk","viab_rate","mean.log.r","sd.log.r","mean.log.k","sd.log.k"
"white_S_Freire_Base_NN_Myers","white","S","Base","Freire","NN","Myers",0.13,0.279406204696119,0.53,0.11,0.151212799549701,0.22,5,14.1969654646021,33,11.55,16.2069124196439,22.33,0.22,0.320593592973772,0.42,0.23,0.330893832745516,0.43,0.67,0.8327481,1,0.46,0.63,0.79,0.05,0.08,0.11,5.77,7.48,11.17,0.25,0.22,0.35,0.58,1.01,0.46,0.66,0.87,0.37,0.392,0.286,0.57,0.958,0.021,0.913,0.994,0.008,-1.33754955048126,0.351335639022646,2.55314877623815,0.464933091179268
"white_S_Freire_Base_NN_Euler","white","S","Base","Freire","NN","Euler",0.61,0.789801354493892,1.01,0.54,0.65777553286951,0.81,2,4.506543403347,8,4.06,4.98477773995977,5.81,0.22,0.319634355019413,0.42,0.22,0.32433052503929,0.43,0.67,0.8327481,1,0.74,0.81,0.89,0.27,0.35,0.41,2.03,2.32,2.9,0.25,0.22,0.28,0.43,0.77,0.44,0.65,0.87,0.762,0.127,0.449,0.743,1.186,-0.089,0.943,0.997,0,-0.242172995480806,0.126061663166987,1.44738440783764,0.319654309743985
"white_S_Freire_Base_NN_Demographic inv","white","S","Base","Freire","NN","Demographic inv",0.39,0.561985400995794,0.79,0.33,0.417359158131707,0.53,3,6.40161224811075,12,5.8,7.22560015869501,8.82,0.22,0.320330323130658,0.42,0.22,0.324146822586867,0.45,0.67,0.8327481,1,0.65,0.75,0.85,0.16,0.22,0.27,2.9,3.39,4.41,0.25,0.22,0.3,0.47,0.82,0.44,0.64,0.89,0.594,0.23,0.342,0.625,1.202,-0.096,0.953,0.997,0,-0.588665436689757,0.176471551584344,1.79137095242522,0.349703616884139
"white_S_Freire_Base_BRT_Smith rebound","white","S","Base","Freire","BRT","Smith rebound",0.25,0.41498567768841,0.65,0.2,0.277058646390343,0.4,4,8.84524001688139,17,7.36,9.99958233112886,12.86,0.22,0.318684636024058,0.42,0.23,0.331691452258588,0.44,0.67,0.8327481,1,0.56,0.7,0.81,0.1,0.15,0.2,3.68,4.55,6.43,0.25,0.22,0.32,0.51,0.88,0.46,0.66,0.87,0.623,0.211,0.362,0.659,1.031,-0.015,0.891,0.992,0,-0.908538638606172,0.238877861256859,2.11487306971305,0.370783995484243
"white_S_Freire_Base_BRT_Myers","white","S","Base","Freire","BRT","Myers",0.13,0.280040421815541,0.53,0.11,0.153219999006597,0.23,5,13.8790966866502,32,11.2,15.8968875856106,21.6,0.22,0.320155584012498,0.42,0.23,0.331834433772086,0.44,0.67,0.8327481,1,0.47,0.62,0.76,0.05,0.08,0.11,5.6,7.28,10.8,0.25,0.22,0.36,0.58,1.03,0.46,0.66,0.88,0.371,0.391,0.312,0.59,1.086,-0.042,0.905,0.993,0.006,-1.33754955048126,0.351335639022646,2.52617897046339,0.462594605170122
"white_S_Freire_Base_BRT_Euler","white","S","Base","Freire","BRT","Euler",0.61,0.789096977338524,1.01,0.54,0.645265334892261,0.79,2,4.48487292382758,8,4.13,5.07036487064939,5.91,0.22,0.319830048491302,0.42,0.22,0.32360472059594,0.43,0.67,0.8327481,1,0.73,0.81,0.89,0.27,0.35,0.39,2.06,2.35,2.96,0.25,0.22,0.28,0.43,0.78,0.44,0.65,0.87,0.732,0.144,0.381,0.7,1.163,-0.078,0.954,0.997,0,-0.242172995480806,0.126061663166987,1.44439665796944,0.321151429505357
"white_S_Freire_Base_BRT_Demographic inv","white","S","Base","Freire","BRT","Demographic inv",0.39,0.563466347830644,0.79,0.33,0.419443726152828,0.54,3,6.37863201944068,12,5.83,7.1749664608854,8.83,0.22,0.319921668823555,0.42,0.23,0.329004727390703,0.44,0.67,0.8327481,1,0.65,0.76,0.86,0.17,0.22,0.27,2.91,3.41,4.41,0.25,0.22,0.3,0.47,0.78,0.46,0.65,0.89,0.554,0.256,0.351,0.627,1.089,-0.043,0.934,0.995,0,-0.588665436689757,0.176471551584344,1.79503835817625,0.344607225533222
"white_NE_Silva_Base_NN_Smith rebound","white","NE","Base","Silva","NN","Smith rebound",0.25,0.416205276793608,0.65,0.22,0.291814565555557,0.41,8,18.7553475893073,38,17.44,24.7660792589329,34.18,0.4,0.500287101105929,0.6,0.4,0.500102837102794,0.6,1.42,1.77803286254895,2.13,1.33,1.79,2.4,0.11,0.16,0.2,8.72,11.27,17.09,1.88,1.97,0.69,1.1,1.75,0.8,1,1.19,0.547,0.261,0.412,0.706,0.973,0.014,0.978,0.999,0.216,-0.908538638606172,0.238877861256859,2.86431374134478,0.38562311507303
"white_NE_Silva_Base_NN_Myers","white","NE","Base","Silva","NN","Myers",0.13,0.280999586728252,0.53,0.11,0.157141492106937,0.24,11,30.0163171653438,68,30.57,45.1182859302472,63.61,0.4,0.499406982415718,0.6,0.4,0.498597535202693,0.59,1.42,1.77803286254895,2.13,1.24,1.76,2.43,0.05,0.09,0.12,15.29,20.15,31.8,1.88,1.97,0.67,1.14,1.88,0.8,1,1.19,0.374,0.388,0.322,0.613,0.93,0.036,0.979,0.999,0.206,-1.33754955048126,0.351335639022646,3.30276941825226,0.458318701090841
"white_NE_Silva_Base_NN_Euler","white","NE","Base","Silva","NN","Euler",0.61,0.792981268390713,1.01,0.59,0.716399275944815,0.88,5,9.50332143583662,17,8.32,10.6722343627433,13.38,0.4,0.499569616875561,0.6,0.4,0.50183047371305,0.6,1.42,1.77803286254895,2.13,1.59,1.89,2.29,0.3,0.38,0.44,4.16,5,6.69,1.88,1.97,0.67,1.01,1.56,0.81,1,1.2,0.796,0.108,0.672,0.914,1.003,-0.001,0.977,0.999,0.184,-0.242172995480806,0.126061663166987,2.20741036255337,0.316883841965579
"white_NE_Silva_Base_NN_Demographic inv","white","NE","Base","Silva","NN","Demographic inv",0.39,0.565631382205922,0.79,0.35,0.45230009949274,0.6,6,13.4874319787429,26,11.89,16.4719249879813,21.89,0.4,0.500190322024451,0.6,0.4,0.499913409945253,0.6,1.42,1.77803286254895,2.13,1.46,1.84,2.34,0.17,0.24,0.3,5.94,7.53,10.94,1.88,1.97,0.67,1.06,1.63,0.8,1,1.2,0.708,0.158,0.502,0.8,0.932,0.034,0.979,0.999,0.188,-0.588665436689757,0.176471551584344,2.55026207622792,0.348660086203094
"white_NE_Silva_Base_BRT_Smith rebound","white","NE","Base","Silva","BRT","Smith rebound",0.25,0.416694414616522,0.65,0.21,0.288998126573613,0.4,8,19.0711062977443,38,17.49,25.076266059803,34.55,0.4,0.499420392012888,0.6,0.4,0.500275745836029,0.6,1.42,1.77803286254895,2.13,1.33,1.78,2.38,0.11,0.16,0.2,8.75,11.36,17.27,1.88,1.97,0.67,1.1,1.77,0.8,1,1.2,0.578,0.24,0.396,0.695,0.989,0.006,0.979,0.999,0.219,-0.908538638606172,0.238877861256859,2.8817350276941,0.376089926385652
"white_NE_Silva_Base_BRT_Myers","white","NE","Base","Silva","BRT","Myers",0.13,0.28047368913614,0.53,0.11,0.155723649080323,0.23,11,30.3288484649482,69,30.45,45.7376852566572,65.2,0.4,0.500523277957654,0.6,0.4,0.498282511566078,0.6,1.42,1.77803286254895,2.13,1.21,1.74,2.48,0.05,0.09,0.11,15.22,20.49,32.6,1.88,1.97,0.68,1.12,1.91,0.79,1,1.2,0.371,0.391,0.319,0.604,1.043,-0.021,0.973,0.999,0.212,-1.33754955048126,0.351335639022646,3.31331540321299,0.458659777663224
"white_NE_Silva_Base_BRT_Euler","white","NE","Base","Silva","BRT","Euler",0.61,0.790236114531895,1.01,0.59,0.716431223774129,0.91,5,9.51737183899696,17,8.2,10.7304935035672,13.85,0.4,0.500619949658543,0.6,0.4,0.503107952251399,0.6,1.42,1.77803286254895,2.13,1.59,1.9,2.32,0.29,0.38,0.46,4.1,5,6.92,1.88,1.97,0.66,1.01,1.53,0.81,1.01,1.2,0.934,0.033,0.691,0.925,0.938,0.031,0.975,0.999,0.183,-0.242172995480806,0.126061663166987,2.20132854597937,0.323721989763652
"white_NE_Silva_Base_BRT_Demographic inv","white","NE","Base","Silva","BRT","Demographic inv",0.39,0.563035150594245,0.79,0.35,0.450385174505529,0.6,6,13.5597569938687,25,11.99,16.4656026929256,22,0.4,0.500328643990019,0.6,0.4,0.503229011485724,0.6,1.42,1.77803286254895,2.13,1.45,1.83,2.34,0.17,0.24,0.3,6,7.52,11,1.88,1.97,0.68,1.06,1.66,0.81,1.01,1.2,0.742,0.138,0.505,0.801,0.956,0.022,0.97,0.999,0.195,-0.588665436689757,0.176471551584344,2.54746935733623,0.344220513524667
"white_NE_Freire_Base_NN_Smith rebound","white","NE","Base","Freire","NN","Smith rebound",0.25,0.415334513682019,0.65,0.25,0.329409028100261,0.44,13,30.2851030290675,61,23.5,31.0144045630111,39.91,0.4,0.500086522555278,0.6,0.4,0.509447391142711,0.62,2.28,2.84937285,3.42,2.21,2.55,2.87,0.13,0.18,0.22,11.75,14.35,19.96,1.7,1.72,0.46,0.68,1.03,0.81,1.02,1.23,0.428,0.346,0.57,0.83,1.133,-0.064,0.925,0.995,0.105,-0.908538638606172,0.238877861256859,3.34375033217519,0.381033313094297
"white_NE_Freire_Base_NN_Myers","white","NE","Base","Freire","NN","Myers",0.13,0.279747633012589,0.53,0.13,0.187080423515473,0.27,17,47.7690484673165,107,36.43,54.3497902349894,77.18,0.4,0.500578066221475,0.6,0.4,0.504519636505969,0.6,2.28,2.84937285,3.42,1.98,2.5,3.05,0.06,0.1,0.14,18.21,24.57,38.59,1.7,1.72,0.46,0.71,1.11,0.81,1.01,1.21,0.369,0.392,0.495,0.771,1.031,-0.016,0.961,0.999,0.141,-1.33754955048126,0.351335639022646,3.76139132472242,0.455375982130773
"white_NE_Freire_Base_NN_Euler","white","NE","Base","Freire","NN","Euler",0.61,0.790226019464528,1.01,0.57,0.682871411178302,0.85,8,15.3464909875686,28,12.55,15.6563624347081,18.5,0.4,0.499963194528981,0.6,0.42,0.529405144334028,0.65,2.28,2.84937285,3.42,2.45,2.66,2.9,0.29,0.37,0.42,6.28,7.26,9.25,1.7,1.72,0.42,0.62,0.92,0.84,1.06,1.3,0.701,0.163,0.538,0.825,1.293,-0.137,0.797,0.962,0.03,-0.242172995480806,0.126061663166987,2.68377236859274,0.318400132377715
"white_NE_Freire_Base_NN_Demographic inv","white","NE","Base","Freire","NN","Demographic inv",0.39,0.562901631485146,0.79,0.38,0.472750547589719,0.61,10,21.8091393695768,41,16.92,22.119640676039,27.43,0.4,0.500055551629615,0.6,0.41,0.515861044941697,0.62,2.28,2.84937285,3.42,2.33,2.58,2.83,0.19,0.26,0.31,8.46,10.08,13.71,1.7,1.72,0.45,0.66,0.96,0.83,1.03,1.24,0.602,0.224,0.57,0.851,1.068,-0.033,0.879,0.988,0.06,-0.588665436689757,0.176471551584344,3.02245580932542,0.348975979594344
"white_NE_Freire_Base_BRT_Smith rebound","white","NE","Base","Freire","BRT","Smith rebound",0.25,0.416493191906785,0.65,0.24,0.330122042333503,0.45,13,30.0286010778016,60,22.62,31.2418909010501,40.53,0.41,0.510694597870129,0.61,0.43,0.525110248621549,0.63,2.28,2.84937285,3.42,2.21,2.54,2.86,0.12,0.18,0.23,11.31,14.12,20.27,1.7,1.72,0.44,0.66,0.97,0.86,1.05,1.26,0.511,0.285,0.585,0.855,0.986,0.007,0.896,0.989,0.112,-0.908538638606172,0.238877861256859,3.3371847523353,0.376470069299888
"white_NE_Freire_Base_BRT_Myers","white","NE","Base","Freire","BRT","Myers",0.13,0.280411778315056,0.53,0.13,0.185270751237374,0.28,17,47.6504823300609,107,35.98,55.4159382675224,78.77,0.41,0.508912466869746,0.61,0.43,0.51973817099968,0.62,2.28,2.84937285,3.42,2.01,2.52,3.16,0.06,0.1,0.14,17.99,24.47,39.39,1.7,1.72,0.44,0.68,1.05,0.85,1.04,1.23,0.381,0.382,0.482,0.773,0.931,0.035,0.912,0.993,0.152,-1.33754955048126,0.351335639022646,3.76369585805495,0.454971160929401
"white_NE_Freire_Base_BRT_Euler","white","NE","Base","Freire","BRT","Euler",0.61,0.792070665256424,1.01,0.57,0.688023114742817,0.84,8,15.1040979356679,27,12.62,15.5747267187502,18.4,0.41,0.508809914911774,0.61,0.43,0.535526796404364,0.65,2.28,2.84937285,3.42,2.44,2.65,2.89,0.28,0.36,0.42,6.31,7.29,9.2,1.7,1.72,0.42,0.61,0.89,0.86,1.07,1.3,0.763,0.127,0.555,0.828,1.152,-0.073,0.815,0.969,0.033,-0.242172995480806,0.126061663166987,2.67019319507487,0.317406266232007
"white_NE_Freire_Base_BRT_Demographic inv","white","NE","Base","Freire","BRT","Demographic inv",0.39,0.563039129233484,0.79,0.37,0.470747213976803,0.6,10,22.0405931498173,41,17.13,22.1851606588201,27.2,0.41,0.510454613464747,0.61,0.43,0.532060242794949,0.64,2.28,2.84937285,3.42,2.34,2.58,2.85,0.19,0.25,0.3,8.56,10.22,13.6,1.7,1.72,0.44,0.64,0.93,0.85,1.06,1.28,0.549,0.259,0.565,0.84,1.121,-0.059,0.84,0.978,0.069,-0.588665436689757,0.176471551584344,3.02969075690607,0.34571840315081
"white_N_Silva_Base_NN_Smith rebound","white","N","Base","Silva","NN","Smith rebound",0.25,0.415322848847414,0.65,0.27,0.37059084268866,0.51,13,30.2050428864309,60,26.64,36.9758188097541,47.88,0.4,0.499436015416401,0.6,0.4,0.501876219830687,0.6,2.27,2.83950196046707,3.41,3.01,3.38,3.73,0.14,0.2,0.26,13.32,16.66,23.94,3.19,3.16,0.64,0.95,1.42,0.8,1,1.21,0.532,0.271,0.758,0.945,1.087,-0.043,0.965,0.999,0.066,-0.908538638606172,0.238877861256859,3.34260788998048,0.373710654024833
"white_N_Silva_Base_NN_Myers","white","N","Base","Silva","NN","Myers",0.13,0.277412304721616,0.53,0.15,0.210677384717132,0.31,17,48.2255523381532,107,44.07,64.0397079665908,87.36,0.4,0.500233210180091,0.6,0.4,0.501202049863176,0.6,2.27,2.83950196046707,3.41,2.77,3.33,3.9,0.07,0.12,0.15,22.04,28.51,43.68,3.19,3.16,0.65,0.98,1.49,0.8,1,1.2,0.347,0.411,0.622,0.859,1,0,0.989,1,0.084,-1.33754955048126,0.351335639022646,3.76609392680264,0.455009881916178
"white_N_Silva_Base_NN_Euler","white","N","Base","Silva","NN","Euler",0.61,0.791270149699732,1.01,0.62,0.75498022868197,0.93,8,15.2329704383079,27,14.8,18.3693388930537,21.98,0.4,0.499590325037568,0.6,0.43,0.526883550673491,0.62,2.27,2.83950196046707,3.41,3.21,3.45,3.73,0.31,0.4,0.47,7.4,8.54,10.99,3.19,3.16,0.62,0.88,1.27,0.86,1.06,1.24,0.803,0.104,0.838,0.978,0.914,0.044,0.778,0.963,0.043,-0.242172995480806,0.126061663166987,2.67575130595725,0.318220105490483
"white_N_Silva_Base_NN_Demographic inv","white","N","Base","Silva","NN","Demographic inv",0.39,0.561725781575164,0.79,0.41,0.522980098109816,0.69,10,21.7427772209831,41,19.55,26.3300643677752,33.19,0.4,0.501421651475763,0.6,0.42,0.518994976863681,0.62,2.27,2.83950196046707,3.41,3.1,3.41,3.74,0.2,0.28,0.35,9.77,12.06,16.6,3.19,3.16,0.62,0.91,1.33,0.84,1.04,1.23,0.642,0.199,0.804,0.961,0.993,0.004,0.867,0.985,0.058,-0.588665436689757,0.176471551584344,3.00880684045562,0.349455101601595
"white_N_Silva_Base_BRT_Smith rebound","white","N","Base","Silva","BRT","Smith rebound",0.25,0.415289476595726,0.65,0.27,0.356400115460267,0.5,13,30.6660721793131,62,27.56,38.5129597460144,50.36,0.4,0.500244562772269,0.6,0.41,0.510303396009275,0.6,2.27,2.83950196046707,3.41,3,3.41,3.8,0.13,0.2,0.25,13.78,17.42,25.18,3.19,3.16,0.64,0.94,1.38,0.82,1.02,1.21,0.502,0.292,0.696,0.919,0.967,0.016,0.915,0.994,0.067,-0.908538638606172,0.238877861256859,3.35073230835872,0.389045968213868
"white_N_Silva_Base_BRT_Myers","white","N","Base","Silva","BRT","Myers",0.13,0.278346821943127,0.53,0.15,0.209941446643702,0.3,17,48.0039712206813,109,44.78,64.1334552241562,86.99,0.4,0.499149036467453,0.6,0.41,0.500494120386902,0.6,2.27,2.83950196046707,3.41,2.78,3.33,3.87,0.07,0.12,0.15,22.39,28.87,43.5,3.19,3.16,0.65,0.98,1.47,0.82,1,1.19,0.324,0.431,0.598,0.842,0.861,0.072,0.967,0.998,0.079,-1.33754955048126,0.351335639022646,3.76804959101307,0.459536569485605
"white_N_Silva_Base_BRT_Euler","white","N","Base","Silva","BRT","Euler",0.61,0.791603392713245,1.01,0.63,0.75581952254373,0.93,8,15.1179013148413,27,14.83,18.2693287785639,22.05,0.4,0.500151966380518,0.6,0.42,0.523483586460545,0.61,2.27,2.83950196046707,3.41,3.17,3.44,3.72,0.31,0.4,0.46,7.42,8.57,11.03,3.19,3.16,0.61,0.89,1.3,0.85,1.05,1.23,0.711,0.157,0.843,0.973,0.916,0.043,0.807,0.973,0.047,-0.242172995480806,0.126061663166987,2.66304907471589,0.318835668145472
"white_N_Silva_Base_BRT_Demographic inv","white","N","Base","Silva","BRT","Demographic inv",0.39,0.564165209405634,0.79,0.42,0.522997046802661,0.67,10,21.760998466226,40,20.17,26.3286219539348,32.74,0.4,0.49956088853186,0.6,0.42,0.517068749252819,0.61,2.27,2.83950196046707,3.41,3.13,3.43,3.73,0.21,0.28,0.34,10.09,12.2,16.37,3.19,3.16,0.63,0.91,1.33,0.84,1.04,1.23,0.575,0.242,0.798,0.955,0.938,0.031,0.855,0.985,0.058,-0.588665436689757,0.176471551584344,3.01850232604462,0.341024967949966
"white_N_Freire_Base_NN_Smith rebound","white","N","Base","Freire","NN","Smith rebound",0.25,0.413226056636014,0.65,0.22,0.290705053504441,0.39,22,48.9224451449126,96,39.48,52.9040711093343,67.7,0.4,0.50078829976932,0.6,0.41,0.510967198812072,0.61,3.67,4.59163035,5.51,3.35,3.88,4.32,0.11,0.16,0.19,19.74,24.61,33.85,2.75,2.75,0.49,0.72,1.05,0.82,1.02,1.22,0.427,0.346,0.381,0.677,1,0,0.927,0.995,0.073,-0.908538638606172,0.238877861256859,3.81977952629818,0.372291113860865
"white_N_Freire_Base_NN_Myers","white","N","Base","Freire","NN","Myers",0.13,0.278049104742068,0.53,0.12,0.168332789923397,0.25,28,77.1727194202963,173,60.81,90.7404984169364,124.44,0.4,0.50050257665716,0.6,0.4,0.496570947216049,0.59,3.67,4.59163035,5.51,3.07,3.79,4.61,0.06,0.09,0.12,30.41,40.31,62.22,2.75,2.75,0.5,0.76,1.16,0.81,0.99,1.18,0.326,0.429,0.385,0.675,0.932,0.035,0.964,0.998,0.103,-1.33754955048126,0.351335639022646,4.23981875436426,0.457088499610638
"white_N_Freire_Base_NN_Euler","white","N","Base","Freire","NN","Euler",0.61,0.791587003424057,1.01,0.53,0.629373297561596,0.78,12,24.6916827490067,44,20.79,25.6912765903906,30.05,0.4,0.500092276467107,0.6,0.42,0.53500769488641,0.64,3.67,4.59163035,5.51,3.64,4.1,4.48,0.26,0.34,0.39,10.39,12.14,15.02,2.75,2.75,0.44,0.64,0.95,0.85,1.07,1.27,0.7,0.163,0.325,0.633,1.136,-0.066,0.733,0.944,0.024,-0.242172995480806,0.126061663166987,3.15634541344449,0.317678154691319
"white_N_Freire_Base_NN_Demographic inv","white","N","Base","Freire","NN","Demographic inv",0.39,0.563904808451108,0.79,0.34,0.420057077988704,0.54,17,35.0998912931222,66,29.33,37.4460817221679,46.62,0.4,0.498640779386853,0.6,0.42,0.523378474670959,0.63,3.67,4.59163035,5.51,3.51,3.91,4.34,0.17,0.23,0.27,14.66,17.17,23.31,2.75,2.75,0.47,0.68,0.99,0.84,1.04,1.25,0.574,0.242,0.333,0.631,1.022,-0.011,0.824,0.972,0.046,-0.588665436689757,0.176471551584344,3.50084282205189,0.340660408531931
"white_N_Freire_Base_BRT_Smith rebound","white","N","Base","Freire","BRT","Smith rebound",0.25,0.415813644593451,0.65,0.22,0.291862785855704,0.39,21,49.000220092122,97,39.09,52.7081479351729,67.16,0.4,0.500016607074669,0.6,0.41,0.507797866275943,0.61,3.67,4.59163035,5.51,3.36,3.8,4.26,0.11,0.16,0.2,19.54,23.95,33.58,2.75,2.75,0.5,0.72,1.07,0.82,1.02,1.21,0.431,0.344,0.399,0.674,0.98,0.01,0.938,0.997,0.073,-0.908538638606172,0.238877861256859,3.81694266917819,0.376486382712178
